Module,Tech,Width,Target Freq,Delay,Area,L Power (nW),D energy (nJ)
comparator,sky90,128,2791,0.35824651809387315,2744.980052,796.047,0.34396273737011823
flop,sky90,8,10,0.1143419999999935,133.279999,64.8145,0.193835
flop,sky90,16,10,0.1143419999999935,266.5599975,129.629,0.38715000000000005
flop,sky90,32,10,0.1143419999999935,533.119995,259.258,0.7723000000000001
flop,sky90,64,10,0.1143419999999935,1066.23999,520.0,1.54955
flop,sky90,128,10,0.1143419999999935,2132.4799805,1035.0,3.094
mux2,sky90,8,5299,0.1883518518588413,63.700001,21.541,0.01932440083034535
mux2,sky90,16,4850,0.20207356701030926,119.560002,32.354,0.03884536082474227
mux2,sky90,32,5003,0.19908807195682593,375.340008,259.372,0.13671796921846893
mux2,sky90,64,4073,0.24517727326295113,479.220009,115.22,0.15148539160324087
mux2,sky90,128,4004,0.24974824975024976,1302.420025,767.078,0.4665334665334665
mux4,sky90,8,4726,0.21123742953872196,148.960002,66.984,0.04026661024121879
mux4,sky90,16,4455,0.2231388911335578,392.0,398.313,0.1037037037037037
mux4,sky90,32,4118,0.24283532831471588,594.860011,331.197,0.131617289946576
mux4,sky90,64,3710,0.26931477897574124,899.640016,344.331,0.2862533692722372
mux4,sky90,128,3249,0.3077210113881194,2013.900038,818.249,0.6094182825484764
mux8,sky90,8,3585,0.2789170278940028,287.140006,116.648,0.06089260808926081
mux8,sky90,16,3362,0.295237998810232,582.120003,282.366,0.14455681142177274
mux8,sky90,32,3178,0.3140553102580239,1319.079995,670.683,0.35777218376337316
mux8,sky90,64,2906,0.3440756228492774,2132.48004,808.482,0.44287680660701995
mux8,sky90,128,2667,0.3749401308586427,4575.620089,1830.0,0.9786276715410572
mul,sky90,8,1310,0.7631557786259543,2194.220041,1440.0,1.421374045801527
mul,sky90,16,997,1.0029260270812437,7519.540137,4940.0,6.376128385155466
mul,sky90,32,763,1.3106129895150722,25200.700446,14900.0,24.931847968545217
mul,sky90,64,632,1.5822664810126583,86011.661365,42600.0,88.84651898734177
mul,sky90,128,524,1.9083759465648855,296198.144128,114000.0,273.3148854961832
binencoder,tsmc28,8,31335,0.031912196106590074,8.316,34.836,0.001716929950534546
binencoder,tsmc28,16,21253,0.04703118086858326,21.672,78.026,0.004008845810003294
binencoder,tsmc28,32,16464,0.06071258114674442,61.614,207.499,0.009323372206025266
binencoder,tsmc28,64,13804,0.07239877021153289,137.466,425.592,0.01847290640394089
binencoder,tsmc28,128,11440,0.0874065874125874,317.646,973.649,0.041171328671328666
adder,tsmc28,8,13838,0.07207477814713109,34.272,187.089,0.013311172134701546
adder,tsmc28,16,11521,0.08678002100512108,90.972001,475.207,0.03367763214998698
adder,tsmc28,32,9812,0.1018860211985324,209.286002,1060.0,0.08153281695882594
adder,tsmc28,64,8206,0.12185605215695831,388.836003,1770.0,0.1409943943456008
adder,tsmc28,128,7354,0.13597341881968997,907.452008,4360.0,0.3451183029643731
csa,tsmc28,8,24524,0.040663382319360626,52.416,482.462,0.02173381177621921
csa,tsmc28,16,24524,0.040663382319360626,104.832,964.99,0.04346762355243842
csa,tsmc28,32,24524,0.040663382319360626,209.664,1930.0,0.08677214157559941
csa,tsmc28,64,24524,0.040663382319360626,419.327999,3860.0,0.17342195400424076
csa,tsmc28,128,24524,0.040663382319360626,838.655998,7720.0,0.3471701190670363
shifter,tsmc28,8,15202,0.0656078183133798,50.652,367.074,0.016991185370346006
shifter,tsmc28,16,11804,0.08465604506946797,127.511999,602.29,0.03388681802778719
shifter,tsmc28,32,9587,0.10430391697089808,384.803997,1940.0,0.10180452696359654
shifter,tsmc28,64,8272,0.12086674854932303,1041.263998,5460.0,0.2895309477756286
shifter,tsmc28,128,7023,0.14238329232521713,1836.953994,8670.0,0.566566994162039
comparator,tsmc28,8,17422,0.05733769130983814,35.784,170.595,0.009488003673516243
comparator,tsmc28,16,13736,0.07273839778683751,54.558,250.167,0.014349155503785673
comparator,tsmc28,32,12139,0.08236710865804432,145.782,622.975,0.03567015404893319
comparator,tsmc28,64,11080,0.09024670758122744,294.21,1250.0,0.0684115523465704
comparator,tsmc28,128,9371,0.10671119720414043,558.432,2400.0,0.12794792444776437
flop,tsmc28,8,10,0.048889000000002625,15.12,78.6345,0.027246000000000003
flop,tsmc28,16,10,0.048889000000002625,30.24,157.29,0.054290000000000005
flop,tsmc28,32,10,0.048889000000002625,60.4799995,314.5805,0.10908000000000001
flop,tsmc28,64,10,0.048889000000002625,120.959999,630.0,0.21765500000000004
flop,tsmc28,128,10,0.048889000000002625,241.919998,1260.0,0.43579999999999997
mux2,tsmc28,8,29614,0.03374481252110488,16.758,114.564,0.005436617815897886
mux2,tsmc28,16,18767,0.053046021580433735,15.75,88.025,0.005142004582511856
mux2,tsmc28,32,17903,0.05585556035301346,32.130001,171.146,0.009897782494553985
mux2,tsmc28,64,18568,0.05371109651012495,91.35,523.884,0.027574321413183972
mux2,tsmc28,128,16637,0.05991099044298852,176.525999,941.106,0.05012923002945243
mux4,tsmc28,8,18151,0.055092383284667513,27.971999,133.963,0.008032615282904523
mux4,tsmc28,16,16486,0.06057952759917506,39.438,186.231,0.012556108213029236
mux4,tsmc28,32,15196,0.06580579126085812,69.174,324.969,0.023229797315082915
mux4,tsmc28,64,13926,0.07180612868016659,137.465999,648.086,0.04574177796926612
mux4,tsmc28,128,13090,0.07636619404125286,294.335997,1420.0,0.09358288770053477
mux8,tsmc28,8,12902,0.07750336319950395,44.604,214.286,0.0117501162610448
mux8,tsmc28,16,12264,0.08147446510110894,128.771998,548.714,0.02666340508806262
mux8,tsmc28,32,11713,0.08517122410996329,172.115999,823.633,0.046956373260479814
mux8,tsmc28,64,11014,0.09067453550027238,304.163999,1460.0,0.08498274922825495
mux8,tsmc28,128,10474,0.09542350830628223,683.045996,2820.0,0.15705556616383426
mul,tsmc28,8,5200,0.1922996923076923,577.206,4340.0,0.37769230769230766
mul,tsmc28,16,3819,0.26184265147944485,1634.472002,11800.0,1.4553548049227547
mul,tsmc28,32,3033,0.3295775611605671,6343.721998,47200.0,6.303330036267723
mul,tsmc28,64,2390,0.4184090418410042,16045.092071,109000.0,18.54602510460251
mul,tsmc28,128,1868,0.5353279057815846,44272.49428,262000.0,50.01177730192719
binencoder,tsmc28psyn,8,31335,0.031912196106590074,8.316,34.836,0.001716929950534546
binencoder,tsmc28psyn,16,21253,0.04703118086858326,21.672,78.026,0.004008845810003294
binencoder,tsmc28psyn,32,16464,0.06071258114674442,61.614,207.499,0.009323372206025266
binencoder,tsmc28psyn,64,13804,0.07239877021153289,137.466,425.592,0.01847290640394089
binencoder,tsmc28psyn,128,11440,0.0874065874125874,317.646,973.649,0.041171328671328666
adder,tsmc28psyn,8,13838,0.07207477814713109,34.272,187.089,0.013311172134701546
adder,tsmc28psyn,16,11521,0.08678002100512108,90.972001,475.207,0.03367763214998698
adder,tsmc28psyn,32,9812,0.1018860211985324,209.286002,1060.0,0.08153281695882594
adder,tsmc28psyn,64,8206,0.12185605215695831,388.836003,1770.0,0.1409943943456008
adder,tsmc28psyn,128,7000,0.142857142857,907.452008,4360.0,0.3451183029643731
csa,tsmc28psyn,8,24524,0.040663382319360626,52.416,482.462,0.02173381177621921
csa,tsmc28psyn,16,24524,0.040663382319360626,104.832,964.99,0.04346762355243842
csa,tsmc28psyn,32,24524,0.040663382319360626,209.664,1930.0,0.08677214157559941
csa,tsmc28psyn,64,24524,0.040663382319360626,419.327999,3860.0,0.17342195400424076
csa,tsmc28psyn,128,24524,0.040663382319360626,838.655998,7720.0,0.3471701190670363
shifter,tsmc28psyn,8,15202,0.0656078183133798,50.652,367.074,0.016991185370346006
shifter,tsmc28psyn,16,11804,0.08465604506946797,127.511999,602.29,0.03388681802778719
shifter,tsmc28psyn,32,9587,0.10430391697089808,384.803997,1940.0,0.10180452696359654
shifter,tsmc28psyn,64,8272,0.12086674854932303,1041.263998,5460.0,0.2895309477756286
shifter,tsmc28psyn,128,7023,0.14238329232521713,1836.953994,8670.0,0.566566994162039
comparator,tsmc28psyn,8,17422,0.05733769130983814,35.784,170.595,0.009488003673516243
comparator,tsmc28psyn,16,13736,0.07273839778683751,54.558,250.167,0.014349155503785673
comparator,tsmc28psyn,32,12139,0.08236710865804432,145.782,622.975,0.03567015404893319
comparator,tsmc28psyn,64,11080,0.09024670758122744,294.21,1250.0,0.0684115523465704
comparator,tsmc28psyn,128,9371,0.10671119720414043,558.432,2400.0,0.12794792444776437
flop,tsmc28psyn,8,10,0.048889000000002625,15.12,78.6345,0.027246000000000003
flop,tsmc28psyn,16,10,0.048889000000002625,30.24,157.29,0.054290000000000005
flop,tsmc28psyn,32,10,0.048889000000002625,60.4799995,314.5805,0.10908000000000001
flop,tsmc28psyn,64,10,0.048889000000002625,120.959999,630.0,0.21765500000000004
flop,tsmc28psyn,128,10,0.048889000000002625,241.919998,1260.0,0.43579999999999997
mux2,tsmc28psyn,8,29614,0.03374481252110488,16.758,114.564,0.005436617815897886
mux2,tsmc28psyn,16,18767,0.053046021580433735,15.75,88.025,0.005142004582511856
mux2,tsmc28psyn,32,17903,0.05585556035301346,32.130001,171.146,0.009897782494553985
mux2,tsmc28psyn,64,18568,0.05371109651012495,91.35,523.884,0.027574321413183972
mux2,tsmc28psyn,128,16637,0.05991099044298852,176.525999,941.106,0.05012923002945243
mux4,tsmc28psyn,8,18151,0.055092383284667513,27.971999,133.963,0.008032615282904523
mux4,tsmc28psyn,16,16486,0.06057952759917506,39.438,186.231,0.012556108213029236
mux4,tsmc28psyn,32,15196,0.06580579126085812,69.174,324.969,0.023229797315082915
mux4,tsmc28psyn,64,13926,0.07180612868016659,137.465999,648.086,0.04574177796926612
mux4,tsmc28psyn,128,13090,0.07636619404125286,294.335997,1420.0,0.09358288770053477
mux8,tsmc28psyn,8,12902,0.07750336319950395,44.604,214.286,0.0117501162610448
mux8,tsmc28psyn,16,12264,0.08147446510110894,128.771998,548.714,0.02666340508806262
mux8,tsmc28psyn,32,11713,0.08517122410996329,172.115999,823.633,0.046956373260479814
mux8,tsmc28psyn,64,11014,0.09067453550027238,304.163999,1460.0,0.08498274922825495
mux8,tsmc28psyn,128,10474,0.09542350830628223,683.045996,2820.0,0.15705556616383426
mul,tsmc28psyn,8,5200,0.1922996923076923,577.206,4340.0,0.37769230769230766
mul,tsmc28psyn,16,3819,0.26184265147944485,1634.472002,11800.0,1.4553548049227547
mul,tsmc28psyn,32,3033,0.3295775611605671,6343.721998,47200.0,6.303330036267723
mul,tsmc28psyn,64,2390,0.4184090418410042,16045.092071,109000.0,18.54602510460251
mul,tsmc28psyn,128,1868,0.5353279057815846,44272.49428,262000.0,50.01177730192719
