Module,Tech,Width,Target Freq,Delay,Area,L Power (nW),D energy (fJ)
csa,tsmc28,8,23865,0.04077636748376283,49.392,473.393,20.91827651917033
csa,tsmc28,16,23865,0.04077636748376283,98.783999,946.879,41.75500030337314
csa,tsmc28,32,23865,0.04077636748376283,197.567999,1890.0,83.30611876932745
csa,tsmc28,64,23865,0.04077636748376283,395.135998,3790.0,166.5306848036874
csa,tsmc28,128,23865,0.04077636748376283,790.271996,7570.0,333.1021459748586
shiftleft,tsmc28,8,15183,0.06578013640255549,48.384,333.876,15.51753417736284
shiftleft,tsmc28,16,11800,0.0847177627118644,130.788,613.549,33.71766955932203
shiftleft,tsmc28,32,9587,0.10430391697089808,384.803997,1940.0,101.80062296359652
shiftleft,tsmc28,64,8269,0.12088260744951022,967.427998,4980.0,272.83204501354453
shiftleft,tsmc28,128,7023,0.14238329232521713,1836.953994,8670.0,566.543120162039
comparator,tsmc28,8,17054,0.05854826984871585,32.256,160.477,8.752966342383019
comparator,tsmc28,16,13709,0.07280278080093369,48.132,204.944,11.852292714392004
comparator,tsmc28,32,12136,0.08238147264337507,146.16,623.674,35.50641470929466
comparator,tsmc28,64,10862,0.09205807659731172,291.312,1240.0,69.41178975437303
comparator,tsmc28,128,9371,0.10671119720414043,558.432,2400.0,127.9467254477644
flop,tsmc28,8,10,0.048889000000002625,15.12,78.6345,0.013320296940000717
flop,tsmc28,16,10,0.048889000000002625,30.24,157.29,0.026541838100001425
flop,tsmc28,32,10,0.048889000000002625,60.4799995,314.5805,0.05332812120000287
flop,tsmc28,64,10,0.048889000000002625,120.959999,630.0,0.10640935295000573
flop,tsmc28,128,10,0.048889000000002625,241.919998,1260.0,0.21305826200001143
mux2,tsmc28,8,27000,0.04027303703703704,10.332,86.166,4.244778103703704
mux2,tsmc28,16,19440,0.052470329218107,15.372,84.373,5.1473392962962965
mux2,tsmc28,32,17903,0.05585556035301346,32.130001,171.146,9.897605294553983
mux2,tsmc28,64,18546,0.05385698274560552,90.846,517.414,27.359347234767604
mux2,tsmc28,128,16594,0.0601057455706882,184.968,1150.0,58.603101931421
mux4,tsmc28,8,18130,0.05509219801434087,27.971999,133.963,8.021424030888031
mux4,tsmc28,16,16440,0.06065625060827251,39.438,185.149,12.373875124087593
mux4,tsmc28,32,15168,0.0658052700421941,69.174,324.969,23.229260324894515
mux4,tsmc28,64,13915,0.07180589399928135,137.465999,648.086,45.59674268954365
mux4,tsmc28,128,13089,0.07639603056001222,296.603997,1440.0,94.50188980273512
mux8,tsmc28,8,12885,0.07750962359332557,44.856,215.13,11.90547818393481
mux8,tsmc28,16,12256,0.08154268929503918,121.841998,521.624,25.93057519582246
mux8,tsmc28,32,11695,0.08537362676357418,168.21,815.694,46.35787933262078
mux8,tsmc28,64,11000,0.0907930909090909,304.037999,1490.0,81.89536799999999
mux8,tsmc28,128,10464,0.09547474923547401,664.775992,2850.0,153.04602302446486
mult,tsmc28,8,5000,0.19998100000000002,444.150001,3260.0,306.970835
mult,tsmc28,16,3819,0.26184265147944485,1634.472002,11800.0,1455.3214569227544
mult,tsmc28,32,2973,0.3363555785401951,5141.430011,36900.0,5416.333881232761
mult,tsmc28,64,2390,0.4184090418410042,16045.092071,109000.0,18545.980779602512
mult,tsmc28,128,1868,0.5353279057815846,44272.49428,262000.0,50011.4036139272
